train_loss,epoch,step,val_loss,val_mae,test_loss,test_mae
987.5821533203125,0,9,,,,
68.01419067382812,0,19,,,,
206.31082153320312,0,29,,,,
,0,36,91.91345977783203,7.680083751678467,,
57.22557830810547,1,39,,,,
77.67002868652344,1,49,,,,
59.830169677734375,1,59,,,,
65.98686218261719,1,69,,,,
,1,73,60.71857833862305,6.306018352508545,,
66.40465545654297,2,79,,,,
55.38739013671875,2,89,,,,
61.82075881958008,2,99,,,,
65.03214263916016,2,109,,,,
,2,110,58.28178024291992,6.228008270263672,,
68.64576721191406,3,119,,,,
58.068443298339844,3,129,,,,
55.220985412597656,3,139,,,,
,3,147,57.09474182128906,6.186527729034424,,
58.63097381591797,4,149,,,,
52.72480773925781,4,159,,,,
54.48390197753906,4,169,,,,
47.665374755859375,4,179,,,,
,4,184,55.954071044921875,6.128031253814697,,
63.70792007446289,5,189,,,,
50.037044525146484,5,199,,,,
41.240238189697266,5,209,,,,
53.31890106201172,5,219,,,,
,5,221,54.93566131591797,6.057174205780029,,
52.12813186645508,6,229,,,,
66.7291030883789,6,239,,,,
55.94583511352539,6,249,,,,
,6,258,54.94697189331055,6.011887073516846,,
56.10026550292969,7,259,,,,
61.08510208129883,7,269,,,,
55.34389114379883,7,279,,,,
47.46269226074219,7,289,,,,
,7,295,56.009559631347656,6.0284624099731445,,
59.40419006347656,8,299,,,,
50.85165786743164,8,309,,,,
44.91985321044922,8,319,,,,
64.01329040527344,8,329,,,,
,8,332,53.29969024658203,5.924989223480225,,
48.83721923828125,9,339,,,,
44.797080993652344,9,349,,,,
57.295799255371094,9,359,,,,
60.757423400878906,9,369,,,,
,9,369,61.82337951660156,6.310761451721191,,
58.93423080444336,10,379,,,,
43.21842956542969,10,389,,,,
50.299171447753906,10,399,,,,
,10,406,53.37110900878906,6.0215067863464355,,
48.422515869140625,11,409,,,,
48.18206787109375,11,419,,,,
48.35205841064453,11,429,,,,
52.279762268066406,11,439,,,,
,11,443,49.852779388427734,5.786391258239746,,
55.20807647705078,12,449,,,,
51.598716735839844,12,459,,,,
51.312660217285156,12,469,,,,
58.655616760253906,12,479,,,,
,12,480,50.267757415771484,5.765251159667969,,
59.43745422363281,13,489,,,,
55.405189514160156,13,499,,,,
46.10942077636719,13,509,,,,
,13,517,60.629634857177734,6.391664981842041,,
68.87010192871094,14,519,,,,
40.24817657470703,14,529,,,,
50.346435546875,14,539,,,,
48.0966911315918,14,549,,,,
,14,554,53.401329040527344,6.01837682723999,,
58.28663635253906,15,559,,,,
62.83192443847656,15,569,,,,
51.49851989746094,15,579,,,,
46.55644607543945,15,589,,,,
,15,591,48.469688415527344,5.728930473327637,,
41.782527923583984,16,599,,,,
42.68183135986328,16,609,,,,
45.768096923828125,16,619,,,,
,16,628,50.07810592651367,5.720528602600098,,
41.6561279296875,17,629,,,,
43.05793762207031,17,639,,,,
40.44795227050781,17,649,,,,
53.137550354003906,17,659,,,,
,17,665,47.8283576965332,5.6164422035217285,,
37.233726501464844,18,669,,,,
49.492122650146484,18,679,,,,
45.22856903076172,18,689,,,,
46.99973678588867,18,699,,,,
,18,702,46.046295166015625,5.568826198577881,,
39.763267517089844,19,709,,,,
41.371971130371094,19,719,,,,
72.26560974121094,19,729,,,,
31.573135375976562,19,739,,,,
,19,739,50.32436752319336,5.835858345031738,,
42.449920654296875,20,749,,,,
48.989524841308594,20,759,,,,
43.3850212097168,20,769,,,,
,20,776,54.15851593017578,5.953031063079834,,
48.679290771484375,21,779,,,,
43.86778259277344,21,789,,,,
52.678466796875,21,799,,,,
40.02793502807617,21,809,,,,
,21,813,47.57093811035156,5.662592887878418,,
53.78925323486328,22,819,,,,
45.11051940917969,22,829,,,,
38.16856384277344,22,839,,,,
44.26333999633789,22,849,,,,
,22,850,44.50668716430664,5.472695350646973,,
36.92934799194336,23,859,,,,
44.82067108154297,23,869,,,,
37.14198684692383,23,879,,,,
,23,887,53.20029830932617,5.943686008453369,,
38.375240325927734,24,889,,,,
41.30948257446289,24,899,,,,
37.70930480957031,24,909,,,,
35.48694610595703,24,919,,,,
,24,924,55.292686462402344,6.052412986755371,,
41.46137237548828,25,929,,,,
39.30442810058594,25,939,,,,
40.11909866333008,25,949,,,,
54.57599639892578,25,959,,,,
,25,961,50.2943000793457,5.754241466522217,,
51.336769104003906,26,969,,,,
38.620399475097656,26,979,,,,
62.14082336425781,26,989,,,,
,26,998,43.36750793457031,5.386495113372803,,
41.59294891357422,27,999,,,,
46.01997756958008,27,1009,,,,
40.70039367675781,27,1019,,,,
35.67433166503906,27,1029,,,,
,27,1035,43.4493408203125,5.383980751037598,,
37.7116813659668,28,1039,,,,
44.35451889038086,28,1049,,,,
