train_loss,epoch,step,val_loss,val_mae,test_loss,test_mae
306.7482604980469,0,9,,,,
71.87446594238281,0,19,,,,
102.4690933227539,0,29,,,,
,0,36,111.29205322265625,8.542652130126953,,
66.68499755859375,1,39,,,,
72.11384582519531,1,49,,,,
60.30049133300781,1,59,,,,
66.74481201171875,1,69,,,,
,1,73,59.4062385559082,6.229255676269531,,
62.38111114501953,2,79,,,,
46.296234130859375,2,89,,,,
62.8766975402832,2,99,,,,
59.65446090698242,2,109,,,,
,2,110,56.71525573730469,6.126394748687744,,
65.05348205566406,3,119,,,,
54.11676025390625,3,129,,,,
58.68268585205078,3,139,,,,
,3,147,55.163536071777344,6.073411464691162,,
53.712242126464844,4,149,,,,
55.077659606933594,4,159,,,,
54.503570556640625,4,169,,,,
45.62255859375,4,179,,,,
,4,184,54.04324722290039,5.995706558227539,,
59.43132781982422,5,189,,,,
49.5059814453125,5,199,,,,
40.453712463378906,5,209,,,,
53.31170654296875,5,219,,,,
,5,221,53.07028579711914,5.9468889236450195,,
50.24892044067383,6,229,,,,
58.07591247558594,6,239,,,,
55.420555114746094,6,249,,,,
,6,258,52.219242095947266,5.923663139343262,,
59.26283264160156,7,259,,,,
62.52948760986328,7,269,,,,
53.91382598876953,7,279,,,,
46.96295166015625,7,289,,,,
,7,295,53.34822082519531,5.91199254989624,,
56.62636184692383,8,299,,,,
56.245361328125,8,309,,,,
43.835487365722656,8,319,,,,
63.62670135498047,8,329,,,,
,8,332,50.98154067993164,5.833725929260254,,
46.9023323059082,9,339,,,,
46.09374237060547,9,349,,,,
47.234100341796875,9,359,,,,
45.754817962646484,9,369,,,,
,9,369,50.809471130371094,5.84942626953125,,
50.29772186279297,10,379,,,,
38.852508544921875,10,389,,,,
51.0399284362793,10,399,,,,
,10,406,50.22854232788086,5.811688423156738,,
48.70287322998047,11,409,,,,
48.372283935546875,11,419,,,,
48.67940902709961,11,429,,,,
46.51255798339844,11,439,,,,
,11,443,49.27903747558594,5.7482757568359375,,
46.863746643066406,12,449,,,,
48.780479431152344,12,459,,,,
52.3824462890625,12,469,,,,
51.72026443481445,12,479,,,,
,12,480,48.90206527709961,5.724211692810059,,
52.13331985473633,13,489,,,,
50.41181182861328,13,499,,,,
47.849491119384766,13,509,,,,
,13,517,48.98073196411133,5.712507247924805,,
47.63045120239258,14,519,,,,
41.32594680786133,14,529,,,,
47.7407341003418,14,539,,,,
43.35955810546875,14,549,,,,
,14,554,49.142127990722656,5.745262622833252,,
45.373451232910156,15,559,,,,
57.96593475341797,15,569,,,,
56.5040397644043,15,579,,,,
45.474544525146484,15,589,,,,
,15,591,47.9232177734375,5.659264087677002,,
44.05438995361328,16,599,,,,
40.037872314453125,16,609,,,,
47.45658493041992,16,619,,,,
,16,628,48.325260162353516,5.6903300285339355,,
43.84114074707031,17,629,,,,
39.934268951416016,17,639,,,,
43.26728439331055,17,649,,,,
45.756141662597656,17,659,,,,
,17,665,51.982234954833984,5.899916172027588,,
34.86329650878906,18,669,,,,
54.103599548339844,18,679,,,,
45.11067581176758,18,689,,,,
44.786903381347656,18,699,,,,
,18,702,47.57719039916992,5.645105838775635,,
43.529788970947266,19,709,,,,
41.26470947265625,19,719,,,,
39.17242431640625,19,729,,,,
33.73445129394531,19,739,,,,
,19,739,47.12993621826172,5.616289138793945,,
43.465091705322266,20,749,,,,
45.83407974243164,20,759,,,,
44.616939544677734,20,769,,,,
,20,776,51.783321380615234,5.862020969390869,,
50.06089401245117,21,779,,,,
42.97911071777344,21,789,,,,
43.29627227783203,21,799,,,,
39.9178466796875,21,809,,,,
,21,813,46.71894836425781,5.592640399932861,,
47.231571197509766,22,819,,,,
50.59039306640625,22,829,,,,
36.3717041015625,22,839,,,,
44.805030822753906,22,849,,,,
