train_loss,epoch,step,val_loss,val_mae,test_loss,test_mae
3859.379150390625,0,9,,,,
3703.05078125,0,19,,,,
2876.7958984375,0,29,,,,
,0,36,1206.642578125,33.89152908325195,,
825.7628784179688,1,39,,,,
366.21221923828125,1,49,,,,
61.315574645996094,1,59,,,,
119.64456176757812,1,69,,,,
,1,73,66.45343780517578,6.736848831176758,,
82.90472412109375,2,79,,,,
65.55603790283203,2,89,,,,
58.964195251464844,2,99,,,,
62.31494903564453,2,109,,,,
,2,110,63.31456756591797,6.469606876373291,,
67.99027252197266,3,119,,,,
70.78224182128906,3,129,,,,
60.594879150390625,3,139,,,,
,3,147,62.13221740722656,6.455164432525635,,
63.967254638671875,4,149,,,,
72.18966674804688,4,159,,,,
63.92693328857422,4,169,,,,
53.582550048828125,4,179,,,,
,4,184,61.24700164794922,6.380460739135742,,
58.18663024902344,5,189,,,,
58.40361022949219,5,199,,,,
59.267391204833984,5,209,,,,
62.52009963989258,5,219,,,,
,5,221,61.26876449584961,6.416076183319092,,
70.3909912109375,6,229,,,,
65.59500122070312,6,239,,,,
58.1402473449707,6,249,,,,
,6,258,60.470638275146484,6.359073162078857,,
59.85768127441406,7,259,,,,
56.61771774291992,7,269,,,,
55.0452995300293,7,279,,,,
65.74159240722656,7,289,,,,
,7,295,59.909542083740234,6.320383071899414,,
64.27245330810547,8,299,,,,
60.61156463623047,8,309,,,,
55.50062942504883,8,319,,,,
54.00907897949219,8,329,,,,
,8,332,59.333255767822266,6.275476932525635,,
48.23664093017578,9,339,,,,
75.10533905029297,9,349,,,,
58.53676223754883,9,359,,,,
60.07207489013672,9,369,,,,
,9,369,58.891056060791016,6.250436782836914,,
58.0876579284668,10,379,,,,
52.4250602722168,10,389,,,,
47.150306701660156,10,399,,,,
,10,406,58.44607925415039,6.211258888244629,,
59.20079803466797,11,409,,,,
57.885284423828125,11,419,,,,
55.70866394042969,11,429,,,,
71.626953125,11,439,,,,
,11,443,58.34569549560547,6.185202598571777,,
65.65476989746094,12,449,,,,
54.97384262084961,12,459,,,,
62.03736877441406,12,469,,,,
66.43745422363281,12,479,,,,
,12,480,57.72384262084961,6.159122943878174,,
56.198486328125,13,489,,,,
50.16743087768555,13,499,,,,
64.90203857421875,13,509,,,,
,13,517,57.06431579589844,6.136524200439453,,
51.49674987792969,14,519,,,,
64.46624755859375,14,529,,,,
61.315914154052734,14,539,,,,
59.35594177246094,14,549,,,,
,14,554,57.90683364868164,6.239747524261475,,
59.08133316040039,15,559,,,,
57.59870910644531,15,569,,,,
58.22724914550781,15,579,,,,
58.74187088012695,15,589,,,,
,15,591,56.23161315917969,6.11287260055542,,
57.92826843261719,16,599,,,,
52.546112060546875,16,609,,,,
60.78669738769531,16,619,,,,
,16,628,55.89497375488281,6.067632675170898,,
55.534881591796875,17,629,,,,
58.05335998535156,17,639,,,,
57.21015930175781,17,649,,,,
53.938819885253906,17,659,,,,
,17,665,55.41560363769531,6.074824810028076,,
55.480133056640625,18,669,,,,
62.56443786621094,18,679,,,,
55.81753921508789,18,689,,,,
52.36132049560547,18,699,,,,
,18,702,55.11044692993164,6.065280914306641,,
49.99810028076172,19,709,,,,
50.087013244628906,19,719,,,,
52.73706817626953,19,729,,,,
55.96190643310547,19,739,,,,
,19,739,54.518829345703125,6.015356063842773,,
55.521728515625,20,749,,,,
60.54138946533203,20,759,,,,
45.41497802734375,20,769,,,,
,20,776,55.32554626464844,6.104849815368652,,
46.961402893066406,21,779,,,,
59.024898529052734,21,789,,,,
46.804168701171875,21,799,,,,
55.8902587890625,21,809,,,,
,21,813,53.78757095336914,5.973949909210205,,
49.85755920410156,22,819,,,,
56.8473014831543,22,829,,,,
55.6031494140625,22,839,,,,
57.029335021972656,22,849,,,,
,22,850,53.46793746948242,5.970570087432861,,
42.908748626708984,23,859,,,,
58.070152282714844,23,869,,,,
62.119842529296875,23,879,,,,
,23,887,53.15281677246094,5.954265117645264,,
46.704071044921875,24,889,,,,
47.27759552001953,24,899,,,,
43.513492584228516,24,909,,,,
70.28534698486328,24,919,,,,
,24,924,52.95874786376953,5.9105072021484375,,
57.07079315185547,25,929,,,,
55.17389678955078,25,939,,,,
57.33580017089844,25,949,,,,
55.544273376464844,25,959,,,,
